Cliente	Marca	Cupo	Total_Promociones	Prom_Duracion_dd	Total_Duracion_dd	Maxima_Duracion_dd	Minima_Duracion_dd	MinFecha_Desde	MaxFecha_Desde	Total_Promo_Ejecutadas	Prom_Duracion_Ejecutadas_dd	Total_Duracion_Ejecutadas_dd	Maxima_Duracion_Ejecutadas_dd	Minima_Duracion_Ejecutadas_dd	MinFecha_Ejecutadas_Desde	MaxFecha_Ejecutadas_Desde	FechaAltaCliente	Region	Gerencia	SubCanal	TipoPoblacion	Estrato	EF	Antiguedad_Cliente_EmpezoPromo_dd
7076	39	20	23	5.6956	131	16	0	5/09/2018	27/08/2019	0	0	0	0	0	NULL	NULL	13/06/2014	1	20	10	2	1	0	1545
7689	29	9	3	8.3333	25	9	7	18/08/2019	5/09/2019	0	0	0	0	0	NULL	NULL	27/01/2015	1	20	15	1	2	1	1664
9453	39	20	23	5.1739	119	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	16/06/2016	5	12	25	1	2	1	811
9300	39	20	1	3	3	3	3	4/06/2019	4/06/2019	0	0	0	0	0	NULL	NULL	9/05/2016	1	5	18	2	3	0	1121
13748	39	20	22	5.9545	131	20	0	5/09/2018	22/09/2019	5	5	28	9	0	5/09/2018	7/03/2019	9/08/2018	1	18	9	2	4	0	27
5473	39	20	19	5.5263	105	11	0	5/09/2018	18/09/2019	0	0	0	0	0	NULL	NULL	12/12/2011	3	24	7	2	2	0	2459
6542	40	16	14	16.3571	229	160	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	15/12/2013	4	22	12	1	1	0	1725
8766	40	16	2	11.5	23	20	3	10/07/2019	27/08/2019	0	0	0	0	0	NULL	NULL	5/12/2015	1	4	18	2	3	0	1313
14230	39	20	13	7.2307	94	19	3	5/10/2018	22/09/2019	0	0	0	0	0	NULL	NULL	11/09/2018	3	7	15	2	2	1	24
9768	39	20	21	6.6666	140	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	28/08/2016	3	8	6	2	4	1	738
14457	29	9	4	7	28	9	3	22/11/2018	5/09/2019	0	0	0	0	0	NULL	NULL	26/10/2018	3	10	15	2	2	1	27
242	40	16	15	17.4666	262	160	0	5/09/2018	6/05/2019	0	0	0	0	0	NULL	NULL	3/07/2009	4	21	10	2	1	1	3351
3074	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	29/03/2010	3	9	15	2	2	1	3160
3862	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	9	2	1	0	3132
1330	39	20	4	5.75	23	9	4	24/01/2019	26/08/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	15	15	2	2	1	3391
4471	40	16	21	6.1904	130	19	0	29/08/2018	22/09/2019	4	5	22	9	0	17/09/2018	16/01/2019	8/06/2010	5	33	16	1	1	1	3004
15035	39	20	1	4	4	4	4	26/08/2019	26/08/2019	0	0	0	0	0	NULL	NULL	5/03/2019	4	21	9	2	3	0	174
4924	39	20	19	6.5263	124	19	0	5/09/2018	11/09/2019	0	0	0	0	0	NULL	NULL	12/09/2010	3	10	9	2	2	0	2915
6676	39	20	16	4.875	78	11	0	5/09/2018	24/01/2019	1	4	4	4	0	12/11/2018	12/11/2018	11/02/2014	1	18	12	2	3	0	1667
7062	39	20	14	5.1428	72	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	9/06/2014	5	11	9	2	2	0	1549
11691	39	20	31	8.1612	253	26	0	5/09/2018	22/09/2019	2	8	16	8	0	8/11/2018	9/03/2019	12/09/2017	1	23	12	1	1	1	358
3394	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	30/03/2010	3	28	7	2	1	0	3159
9315	40	16	11	6.6363	73	16	3	5/10/2018	27/08/2019	0	0	0	0	0	NULL	NULL	12/05/2016	1	5	9	2	1	0	876
13763	40	16	3	63.3333	190	160	4	24/01/2019	6/05/2019	0	0	0	0	0	NULL	NULL	9/08/2018	4	14	9	2	1	0	168
13254	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	4/06/2018	3	24	9	2	1	0	171
227	39	20	19	6.5789	125	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	19/06/2009	4	21	12	2	2	1	3365
6100	29	9	6	10	60	17	3	22/11/2018	5/09/2019	1	7	7	7	0	18/08/2019	18/08/2019	11/06/2013	3	8	15	2	3	1	1990
8665	39	20	23	6.3913	147	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	2/11/2015	3	24	15	2	1	1	1038
9634	40	16	19	6.421	122	19	0	5/09/2018	22/09/2019	1	6	6	6	0	17/09/2018	17/09/2018	1/08/2016	3	28	9	2	2	0	765
10088	39	20	33	7.7272	255	20	0	13/08/2018	22/09/2019	5	9	45	20	0	12/10/2018	10/07/2019	28/10/2016	1	23	9	2	3	0	654
5337	40	16	25	5.72	143	16	0	5/09/2018	22/09/2019	4	6	27	16	0	2/11/2018	14/07/2019	27/07/2011	1	20	15	1	2	0	2597
14328	40	16	9	5.6666	51	13	3	2/11/2018	11/09/2019	0	0	0	0	0	NULL	NULL	27/09/2018	3	30	18	2	2	0	36
77	39	20	16	5.75	92	13	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	8/05/2009	4	22	9	2	1	1	3407
959	40	16	17	6.2352	106	19	0	5/09/2018	11/07/2019	0	0	0	0	0	NULL	NULL	14/09/2009	5	29	18	2	3	0	3278
629	39	20	15	5.6	84	11	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	4/08/2009	4	13	9	2	2	1	3319
5172	40	16	9	5.7777	52	11	3	5/10/2018	24/01/2019	0	0	0	0	0	NULL	NULL	2/03/2011	5	33	9	1	2	1	2774
4936	40	16	20	6.85	137	19	0	12/08/2018	22/09/2019	3	15	47	19	0	12/08/2018	7/08/2019	23/09/2010	3	28	15	2	2	1	2880
6843	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	27/03/2014	3	24	15	2	2	1	1623
7160	40	16	33	6.3636	210	22	0	12/08/2018	22/09/2019	9	7	63	12	0	12/08/2018	23/01/2019	10/07/2014	1	20	16	1	2	1	1494
14245	40	16	14	6.5714	92	16	2	5/10/2018	11/09/2019	1	4	4	4	0	16/01/2019	16/01/2019	12/09/2018	1	5	9	2	2	0	23
407	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	2	6	13	9	0	7/09/2018	5/10/2018	4/08/2009	3	24	22	2	3	0	3319
1094	39	20	15	5.6	84	11	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	11/10/2009	4	6	9	1	1	0	3251
13670	29	9	1	4	4	4	4	17/08/2019	17/08/2019	0	0	0	0	0	NULL	NULL	5/08/2018	5	31	16	1	2	1	377
710	40	16	14	5.6428	79	11	0	5/09/2018	7/03/2019	1	9	9	9	0	5/10/2018	5/10/2018	4/08/2009	4	13	18	2	3	1	3319
5551	29	9	2	5.5	11	7	4	13/08/2019	18/08/2019	0	0	0	0	0	NULL	NULL	27/02/2012	1	5	16	2	3	1	2724
5571	40	16	16	16.625	266	160	0	5/09/2018	6/05/2019	0	0	0	0	0	NULL	NULL	19/03/2012	4	6	15	1	3	1	2361
7795	40	16	10	6	60	13	3	2/11/2018	7/08/2019	0	0	0	0	0	NULL	NULL	26/02/2015	5	27	9	2	3	0	1345
1724	29	9	1	4	4	4	4	13/08/2019	13/08/2019	0	0	0	0	0	NULL	NULL	9/11/2009	1	5	9	2	1	1	3564
9150	39	20	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	1/04/2016	3	7	9	2	2	0	917
8901	39	20	13	5.8461	76	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	24/01/2016	5	11	16	2	1	0	955
13280	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	6/06/2018	3	9	9	2	2	0	91
4523	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	12	2	3	1	2981
5089	40	16	21	6.1904	130	19	0	29/08/2018	22/09/2019	1	5	5	5	0	2/11/2018	2/11/2018	19/01/2011	5	29	9	1	1	0	2779
12068	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	2/11/2017	3	28	10	1	4	0	385
9536	39	20	15	5.6	84	11	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	7/07/2016	4	6	16	2	1	1	790
4703	40	16	18	5.6111	101	13	0	29/08/2018	7/08/2019	2	4	9	5	0	2/11/2018	24/01/2019	8/07/2010	5	11	9	2	3	0	2974
9866	40	16	36	6.8888	248	22	0	12/08/2018	25/09/2019	14	8	114	20	0	12/08/2018	11/07/2019	16/09/2016	3	8	12	2	3	1	695
459	39	20	14	5.1428	72	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	4/08/2009	3	24	22	1	2	0	3319
1428	40	16	6	36.8333	221	160	6	5/10/2018	6/05/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	6	9	2	2	1	3280
2466	40	16	15	4.9333	74	11	0	5/09/2018	24/01/2019	0	0	0	0	0	NULL	NULL	24/02/2010	1	18	16	2	2	0	3115
9527	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	5/07/2016	3	25	9	1	1	0	870
2700	39	20	28	5.7857	162	22	0	12/08/2018	22/09/2019	5	3	18	5	0	12/08/2018	8/01/2019	25/02/2010	1	23	12	2	3	1	3090
4838	39	20	6	5.5	33	22	0	5/09/2018	4/10/2018	0	0	0	0	0	NULL	NULL	9/07/2010	5	12	12	1	2	0	2980
4853	40	16	7	5.7142	40	13	1	29/08/2018	7/08/2019	0	0	0	0	0	NULL	NULL	9/07/2010	5	12	12	2	3	1	2973
13915	39	20	1	8	8	8	8	9/03/2019	9/03/2019	0	0	0	0	0	NULL	NULL	11/08/2018	1	16	9	2	2	0	210
3945	29	9	4	5.5	22	11	3	22/11/2018	15/05/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	9	2	1	1	3131
5618	29	9	1	2	2	2	2	19/12/2018	19/12/2018	0	0	0	0	0	NULL	NULL	3/05/2012	5	27	24	1	4	1	2421
6774	40	16	22	6.1818	136	19	0	29/08/2018	22/09/2019	6	6	37	9	0	11/09/2018	9/03/2019	10/03/2014	5	17	12	2	2	0	1633
9401	40	16	2	7.5	15	9	6	7/03/2019	7/03/2019	0	0	0	0	0	NULL	NULL	3/06/2016	5	11	9	2	2	0	1007
5022	40	16	26	6.6538	173	19	0	12/08/2018	22/09/2019	13	6	88	19	0	12/08/2018	7/08/2019	27/10/2010	3	7	15	2	3	1	2846
8324	29	9	5	7.6	38	11	2	19/12/2018	5/09/2019	0	0	0	0	0	NULL	NULL	1/08/2015	5	27	15	1	2	0	1236
492	40	16	18	5.8888	106	13	0	5/09/2018	11/09/2019	0	0	0	0	0	NULL	NULL	4/08/2009	3	32	20	1	3	0	3319
9616	40	16	17	15.5294	264	160	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	26/07/2016	4	22	12	2	1	1	771
11942	40	16	24	8.1666	196	26	0	31/08/2018	22/09/2019	1	13	13	13	0	31/08/2018	31/08/2018	18/10/2017	3	25	12	1	1	1	317
3986	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	9	2	2	0	3053
4696	29	9	2	9.5	19	17	2	19/12/2018	4/08/2019	0	0	0	0	0	NULL	NULL	8/07/2010	5	11	9	2	3	0	3086
8581	40	16	18	14.8888	268	160	0	5/09/2018	18/09/2019	0	0	0	0	0	NULL	NULL	11/10/2015	4	14	15	2	6	1	1060
13175	40	16	17	6.1764	105	20	0	5/09/2018	11/09/2019	0	0	0	0	0	NULL	NULL	21/05/2018	1	23	22	1	2	0	107
13410	39	20	21	6.1904	130	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	28/06/2018	3	25	7	2	2	1	69
1529	39	20	19	6.7894	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	15	15	2	2	1	3250
10990	39	20	6	6.8333	41	11	3	5/10/2018	8/11/2018	0	0	0	0	0	NULL	NULL	3/05/2017	4	22	9	2	2	0	520
1180	39	20	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	12/10/2009	4	15	9	2	3	0	3280
4672	40	16	15	4.8	72	11	0	29/08/2018	24/01/2019	1	3	3	3	0	8/11/2018	8/11/2018	8/07/2010	5	11	15	2	1	1	2974
3894	29	9	5	7.8	39	17	3	22/11/2018	4/08/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	6	2	3	0	3131
9759	29	9	6	7.3333	44	11	3	13/04/2019	5/09/2019	1	5	5	5	0	9/05/2019	9/05/2019	24/08/2016	4	13	9	2	2	1	962
10886	40	16	17	6.0588	103	13	0	5/09/2018	11/09/2019	2	9	18	9	0	5/10/2018	7/03/2019	10/04/2017	4	6	18	2	2	0	513
3426	29	9	5	6.2	31	9	3	22/11/2018	5/09/2019	0	0	0	0	0	NULL	NULL	30/03/2010	3	8	18	2	2	0	3159
4184	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	3	6	20	11	0	7/10/2018	16/01/2019	27/04/2010	3	9	22	2	3	0	3053
5671	40	16	23	6.0869	140	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	25/06/2012	1	16	16	2	3	1	2263
9093	29	9	5	6.6	33	9	3	9/05/2019	5/09/2019	0	0	0	0	0	NULL	NULL	18/03/2016	1	20	18	1	1	1	1147
10418	40	16	13	5.2307	68	11	0	5/09/2018	16/01/2019	1	5	5	5	0	2/11/2018	2/11/2018	16/01/2017	5	27	24	2	4	0	597
11338	40	16	19	5.7894	110	13	0	5/09/2018	22/09/2019	1	5	5	5	0	2/11/2018	2/11/2018	17/07/2017	5	27	12	2	3	1	415
1137	29	9	1	4	4	4	4	17/08/2019	17/08/2019	0	0	0	0	0	NULL	NULL	12/10/2009	1	16	9	2	3	0	3596
13627	40	16	26	5.923	154	22	0	5/09/2018	22/09/2019	7	5	37	9	0	7/09/2018	8/01/2019	29/07/2018	1	16	16	2	3	1	38
7312	39	20	4	9.25	37	19	3	4/06/2019	18/09/2019	0	0	0	0	0	NULL	NULL	2/09/2014	3	7	9	2	2	0	1736
14664	39	20	2	16	32	19	13	11/07/2019	7/08/2019	0	0	0	0	0	NULL	NULL	5/12/2018	5	33	12	2	2	0	218
6963	39	20	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	8/05/2014	4	6	10	2	2	0	1611
6985	29	9	4	7	28	9	3	22/11/2018	5/09/2019	0	0	0	0	0	NULL	NULL	14/05/2014	3	7	9	2	2	1	1653
10870	40	16	29	6.2758	182	19	0	12/08/2018	22/09/2019	11	5	62	14	0	12/08/2018	7/03/2019	5/04/2017	3	32	9	1	2	1	494
11382	29	9	3	7	21	11	3	13/04/2019	18/08/2019	0	0	0	0	0	NULL	NULL	24/07/2017	4	14	9	2	1	0	628
2683	39	20	21	6.1428	129	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	25/02/2010	1	18	9	2	2	0	3114
3818	39	20	25	6.4	160	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	26/04/2010	3	10	15	2	1	1	3054
3661	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	7/04/2010	3	8	22	2	4	0	3151
6177	39	20	18	6.5	117	19	0	5/09/2018	7/08/2019	0	0	0	0	0	NULL	NULL	11/07/2013	5	17	16	1	1	0	1882
5950	29	9	6	9.3333	56	17	3	22/11/2018	18/08/2019	0	0	0	0	0	NULL	NULL	25/03/2013	3	9	15	2	2	1	2068
9132	39	20	7	5.7142	40	11	0	5/09/2018	7/10/2018	0	0	0	0	0	NULL	NULL	29/03/2016	5	11	12	2	3	0	890
11474	40	16	23	6.1304	141	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	6/08/2017	1	23	15	2	3	1	395
14481	40	16	6	8.1666	49	19	3	8/01/2019	11/09/2019	2	3	7	4	0	8/01/2019	24/01/2019	1/11/2018	3	30	9	2	1	0	68
7453	29	9	1	4	4	4	4	17/08/2019	17/08/2019	0	0	0	0	0	NULL	NULL	31/10/2014	5	17	9	2	3	0	1751
7431	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	22/10/2014	3	8	9	2	3	0	1414
10188	39	20	1	4	4	4	4	24/01/2019	24/01/2019	0	0	0	0	0	NULL	NULL	22/11/2016	4	26	22	1	2	0	793
10755	39	20	23	5.5652	128	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	12/03/2017	3	30	15	2	1	1	542
8466	39	20	18	6.7222	121	20	0	5/10/2018	22/09/2019	0	0	0	0	0	NULL	NULL	9/09/2015	1	4	9	1	3	0	1122
3193	29	9	4	7	28	9	3	22/11/2018	5/09/2019	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	2	1	3160
12841	40	16	21	6.1904	130	19	0	29/08/2018	22/09/2019	7	4	34	13	0	5/09/2018	7/08/2019	14/03/2018	5	33	10	2	2	1	168
4536	40	16	18	5.3888	97	11	0	5/09/2018	22/09/2019	1	5	5	5	0	2/11/2018	2/11/2018	8/07/2010	5	11	9	2	2	0	2981
6493	40	16	21	6.4761	136	19	0	5/09/2018	22/09/2019	1	6	6	6	0	18/10/2018	18/10/2018	26/11/2013	3	24	15	1	2	0	1744
2446	40	16	18	6.1111	110	20	0	5/09/2018	27/08/2019	0	0	0	0	0	NULL	NULL	24/02/2010	1	18	9	2	1	1	3115
5140	40	16	26	5.6923	148	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	30/01/2011	1	18	6	2	3	0	2775
8113	40	16	4	12	48	19	3	11/07/2019	27/08/2019	0	0	0	0	0	NULL	NULL	26/05/2015	1	16	24	2	4	0	1507
8114	39	20	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	27/05/2015	5	12	10	2	2	0	1227
9282	40	16	15	17.4666	262	160	0	5/09/2018	6/05/2019	1	160	160	160	0	6/05/2019	6/05/2019	5/05/2016	4	6	9	1	1	0	853
11149	29	9	3	7	21	11	3	13/04/2019	18/08/2019	0	0	0	0	0	NULL	NULL	8/06/2017	1	18	9	2	1	1	674
8860	29	9	3	8.3333	25	9	7	18/08/2019	5/09/2019	0	0	0	0	0	NULL	NULL	10/01/2016	4	6	9	2	3	1	1316
8915	40	16	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	27/01/2016	3	10	7	2	1	0	982
11571	40	16	3	6	18	11	3	4/06/2019	18/09/2019	0	0	0	0	0	NULL	NULL	23/08/2017	4	15	16	2	2	0	650
11004	40	16	22	6.3181	139	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	7/05/2017	1	23	15	2	3	0	486
960	40	16	22	6.1363	135	19	0	29/08/2018	22/09/2019	4	5	20	9	0	7/09/2018	16/01/2019	14/09/2009	5	29	18	2	2	0	3271
2934	40	16	16	16.625	266	160	0	5/09/2018	6/05/2019	0	0	0	0	0	NULL	NULL	10/03/2010	4	13	9	2	1	1	3101
6260	39	20	3	7	21	9	6	7/03/2019	7/03/2019	0	0	0	0	0	NULL	NULL	21/08/2013	5	19	9	2	2	0	2024
12707	40	16	26	6	156	22	0	5/09/2018	22/09/2019	6	9	55	22	0	7/09/2018	7/03/2019	21/02/2018	1	5	10	2	1	1	196
5223	40	16	13	17.3076	225	160	0	5/09/2018	6/05/2019	0	0	0	0	0	NULL	NULL	5/03/2011	4	22	16	1	1	0	2741
5048	29	9	1	7	7	7	7	18/08/2019	18/08/2019	0	0	0	0	0	NULL	NULL	29/11/2010	5	11	6	2	2	1	3184
3716	40	16	2	10	20	11	9	5/10/2018	7/10/2018	0	0	0	0	0	NULL	NULL	26/04/2010	3	7	10	2	2	1	3084
12608	39	20	18	5.8333	105	16	0	5/09/2018	14/07/2019	3	4	14	6	0	7/09/2018	24/01/2019	9/02/2018	1	20	15	2	3	0	208
8001	39	20	24	6.375	153	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	26/04/2015	3	7	12	2	4	1	1228
11421	29	9	4	9	36	11	7	13/04/2019	5/09/2019	0	0	0	0	0	NULL	NULL	27/07/2017	1	20	9	2	3	0	625
2269	39	20	14	5.7142	80	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	1/02/2010	4	14	9	2	2	1	3138
2779	29	9	1	3	3	3	3	15/05/2019	15/05/2019	0	0	0	0	0	NULL	NULL	25/02/2010	1	18	22	2	5	1	3366
10752	39	20	10	6.1	61	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	12/03/2017	4	14	9	2	2	0	542
2194	39	20	20	6.4	128	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	31/01/2010	3	25	15	1	1	1	3139
1165	39	20	13	5.8461	76	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	15	16	2	3	1	3250
6731	39	20	5	8.2	41	11	6	5/10/2018	7/03/2019	0	0	0	0	0	NULL	NULL	26/02/2014	5	31	9	2	2	0	1682
8154	29	9	7	8.7142	61	17	3	13/04/2019	5/09/2019	0	0	0	0	0	NULL	NULL	8/06/2015	4	6	10	2	1	0	1405
10298	40	16	17	15.5882	265	160	0	5/09/2018	22/09/2019	3	64	192	160	0	6/05/2019	7/08/2019	15/12/2016	4	22	16	1	1	1	629
9873	39	20	13	5.8461	76	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	18/09/2016	4	6	9	2	1	0	717
12313	39	20	21	6.619	139	19	0	5/09/2018	18/09/2019	0	0	0	0	0	NULL	NULL	13/12/2017	3	10	18	2	2	0	266
1435	39	20	1	4	4	4	4	26/08/2019	26/08/2019	0	0	0	0	0	NULL	NULL	12/10/2009	4	15	9	2	3	0	3605
8412	39	20	16	5.4375	87	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	24/08/2015	5	12	9	1	1	0	1108
11855	29	9	1	3	3	3	3	22/11/2018	22/11/2018	0	0	0	0	0	NULL	NULL	8/10/2017	3	10	9	2	2	0	410
3130	40	16	26	6.7307	175	19	0	12/08/2018	22/09/2019	10	4	48	9	0	12/08/2018	16/01/2019	29/03/2010	3	8	15	2	3	0	3058
12277	40	16	20	6.45	129	19	0	5/09/2018	22/09/2019	1	5	5	5	0	2/11/2018	2/11/2018	6/12/2017	3	9	10	2	2	0	273
12749	39	20	4	6.5	26	16	0	14/07/2019	22/09/2019	0	0	0	0	0	NULL	NULL	1/03/2018	1	5	24	2	2	0	500
1526	39	20	18	6.7777	122	19	0	5/09/2018	22/09/2019	1	4	4	4	0	7/09/2018	7/09/2018	12/10/2009	4	15	15	1	3	1	3250
3280	40	16	16	5.4375	87	11	0	5/09/2018	7/03/2019	4	4	16	9	0	5/09/2018	5/10/2018	29/03/2010	3	8	22	2	4	0	3082
3505	39	20	26	5.8846	153	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	30/03/2010	3	30	10	2	2	1	3081
11436	39	20	14	5.7142	80	11	0	5/09/2018	7/03/2019	0	0	0	0	0	NULL	NULL	1/08/2017	4	6	12	2	1	0	400
12963	40	16	19	6.8947	131	19	0	5/09/2018	7/08/2019	5	11	56	19	0	5/10/2018	7/08/2019	8/04/2018	3	8	9	2	3	0	150
2919	40	16	16	16.625	266	160	0	5/09/2018	6/05/2019	1	160	160	160	0	6/05/2019	6/05/2019	2/03/2010	4	13	10	1	1	1	3109
2735	40	16	24	5.6666	136	20	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	25/02/2010	1	18	15	2	2	1	3114
3612	40	16	24	5.5833	134	19	0	5/09/2018	22/09/2019	2	6	13	9	0	7/09/2018	5/10/2018	31/03/2010	3	30	15	1	2	0	3080
10075	39	20	13	5.3076	69	11	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	25/10/2016	4	26	12	1	1	1	680
683	39	20	1	4	4	4	4	24/01/2019	24/01/2019	0	0	0	0	0	NULL	NULL	4/08/2009	4	13	9	2	2	0	3460
4007	39	20	20	6.4	128	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	6	2	2	0	3053
14142	39	20	8	5.875	47	16	3	2/11/2018	27/08/2019	0	0	0	0	0	NULL	NULL	27/08/2018	1	5	1	2	2	0	67
499	39	20	25	5.52	138	14	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	4/08/2009	3	32	15	1	2	1	3319
2101	39	20	2	7.5	15	9	6	7/03/2019	7/03/2019	0	0	0	0	0	NULL	NULL	17/11/2009	3	32	12	2	3	0	3397
6773	29	9	2	10	20	17	3	22/11/2018	4/08/2019	0	0	0	0	0	NULL	NULL	10/03/2014	3	25	12	2	3	1	1718
12781	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	6/03/2018	3	9	9	2	1	0	183
13583	39	20	20	6.4	128	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	24/07/2018	3	9	9	2	2	0	43
14895	29	9	4	7	28	7	7	18/08/2019	7/09/2019	0	0	0	0	0	NULL	NULL	24/01/2019	1	4	15	2	2	0	206
2737	39	20	17	5.5882	95	20	0	5/09/2018	27/08/2019	0	0	0	0	0	NULL	NULL	25/02/2010	1	23	9	2	3	0	3114
9044	40	16	17	5.8823	100	13	0	5/09/2018	7/08/2019	1	4	4	4	0	7/09/2018	7/09/2018	3/03/2016	3	7	6	2	3	1	916
13867	39	20	2	7.5	15	9	6	7/03/2019	7/03/2019	0	0	0	0	0	NULL	NULL	11/08/2018	5	27	7	2	2	0	208
14871	40	16	2	5.5	11	8	3	9/03/2019	27/08/2019	0	0	0	0	0	NULL	NULL	22/01/2019	1	16	1	2	3	0	46
29	40	16	14	5.7142	80	11	0	5/09/2018	26/08/2019	0	0	0	0	0	NULL	NULL	3/03/2009	4	21	22	2	3	0	3473
13399	39	20	20	6.45	129	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	28/06/2018	3	9	16	2	2	1	69
14051	39	20	11	6.2727	69	13	3	2/11/2018	27/08/2019	0	0	0	0	0	NULL	NULL	13/08/2018	1	16	9	2	2	0	81
14093	29	9	2	10	20	17	3	22/11/2018	4/08/2019	0	0	0	0	0	NULL	NULL	21/08/2018	3	25	12	2	2	0	93
8396	39	20	24	5.9583	143	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	18/08/2015	3	32	16	1	2	1	1114
1584	29	9	6	7.5	45	13	2	12/12/2018	4/09/2019	0	0	0	0	0	NULL	NULL	9/11/2009	5	27	25	1	1	1	3320
4475	39	20	20	6.5	130	19	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	8/06/2010	5	33	16	1	1	0	3011
6245	39	20	21	6.7619	142	22	0	5/09/2018	22/09/2019	0	0	0	0	0	NULL	NULL	14/08/2013	5	33	12	1	3	1	1848
12779	40	16	2	93	186	160	26	3/04/2019	6/05/2019	0	0	0	0	0	NULL	NULL	6/03/2018	4	15	9	2	2	0	393
9330	39	20	12	5.8333	70	11	3	5/10/2018	4/06/2019	0	0	0	0	0	NULL	NULL	18/05/2016	3	24	9	1	1	0	870
