Cosecha	Cliente	Marca	Cupo	Total_Promociones	Prom_Duracion_dd	Total_Duracion_dd	Maxima_Duracion_dd	Minima_Duracion_dd	MinFecha_Desde	MaxFecha_Desde	Total_Promo_Ejecutadas	Prom_Duracion_Ejecutadas_dd	Total_Duracion_Ejecutadas_dd	Maxima_Duracion_Ejecutadas_dd	Minima_Duracion_Ejecutadas_dd	MinFecha_Ejecutadas_Desde	MaxFecha_Ejecutadas_Desde	Total_Promociones_Prev	Prom_Duracion_dd_Prev	Total_Duracion_dd_Prev	Maxima_Duracion_dd_Prev	Minima_Duracion_dd_Prev	MinFecha_Desde_Prev	MaxFecha_Desde_Prev	Total_Promo_Ejecutadas_Prev	Prom_Duracion_Ejecutadas_dd_Prev	Total_Duracion_Ejecutadas_dd_Prev	Maxima_Duracion_Ejecutadas_dd_Prev	Minima_Duracion_Ejecutadas_dd_Prev	MinFecha_Ejecutadas_Desde_Prev	MaxFecha_Ejecutadas_Desde_Prev	FechaAltaCliente	Region	Gerencia	SubCanal	TipoPoblacion	Estrato	EF	Antiguedad_Cliente_dd	NroVecesCompra	Total_Net_Revenue	Total_Net_Volumen	Total_Dcto	Max_Net_Revenue	Max_Net_Volumen	Max_Dcto	Min_Net_Revenue	Min_Net_Volumen	Min_Dcto	Total_Net_Revenue_Clase_Envase_1	Total_Net_Volumen_Clase_Envase_1	Total_Net_Dscto_Clase_Envase_1	Total_Net_Revenue_Clase_Envase_2	Total_Net_Volumen_Clase_Envase_2	Total_Net_Dscto_Clase_Envase_2	Total_Net_Revenue_Clase_Envase_3	Total_Net_Volumen_Clase_Envase_3	Total_Net_Dscto_Clase_Envase_3	Total_Net_Revenue_Clase_SegmentoPrecio_1	Total_Net_Volumen_Clase_SegmentoPrecio_1	Total_Net_Dscto_Clase_SegmentoPrecio_1	Total_Net_Revenue_Clase_SegmentoPrecio_2	Total_Net_Volumen_Clase_SegmentoPrecio_2	Total_Net_Dscto_Clase_SegmentoPrecio_2	Total_Net_Revenue_Clase_SegmentoPrecio_3	Total_Net_Volumen_Clase_SegmentoPrecio_3	Total_Net_Dscto_Clase_SegmentoPrecio_3	Total_Net_Revenue_Clase_SegmentoPrecio_4	Total_Net_Volumen_Clase_SegmentoPrecio_4	Total_Net_Dscto_Clase_SegmentoPrecio_4	UltimoAñoMesVenta	Ultimo_Total_Net_Revenue	Ultimo_Total_Net_Volumen	Ultimo_Total_Dcto	Ultimo_Total_Net_Revenue_Clase_Envase_1	Ultimo_Total_Net_Volumen_Clase_Envase_1	Ultimo_Total_Net_Dscto_Clase_Envase_1	Ultimo_Total_Net_Revenue_Clase_Envase_2	Ultimo_Total_Net_Volumen_Clase_Envase_2	Ultimo_Total_Net_Dscto_Clase_Envase_2	Ultimo_Total_Net_Revenue_Clase_Envase_3	Ultimo_Total_Net_Volumen_Clase_Envase_3	Ultimo_Total_Net_Dscto_Clase_Envase_3	Ultimo_Total_Net_Revenue_Clase_SegmentoPrecio_1	Ultimo_Total_Net_Volumen_Clase_SegmentoPrecio_1	Ultimo_Total_Net_Dscto_Clase_SegmentoPrecio_1	Ultimo_Total_Net_Revenue_Clase_SegmentoPrecio_2	Ultimo_Total_Net_Volumen_Clase_SegmentoPrecio_2	Ultimo_Total_Net_Dscto_Clase_SegmentoPrecio_2	Ultimo_Total_Net_Revenue_Clase_SegmentoPrecio_3	Ultimo_Total_Net_Volumen_Clase_SegmentoPrecio_3	Ultimo_Total_Net_Dscto_Clase_SegmentoPrecio_3	Ultimo_Total_Net_Revenue_Clase_SegmentoPrecio_4	Ultimo_Total_Net_Volumen_Clase_SegmentoPrecio_4	Ultimo_Total_Net_Dscto_Clase_SegmentoPrecio_4
201808	3150	40	16	1	8	8	8	8	12/08/2018	12/08/2018	1	8	8	8	8	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	28	15	1	1	1	3058	7	3400039.22	11.93	-390599.92	1524277.7	4.93	-5862.79	138916.37	0.59	-201000	0	0	0	3400039.22	11.93	-390599.92	0	0	0	3400039.22	11.93	-390599.92	0	0	0	0	0	0	0	0	0	201807	315087	1	-17426	0	0	0	315087	1	-17426	0	0	0	315087	1	-17426	0	0	0	0	0	0	0	0	0
201808	3295	40	16	1	5	5	5	5	12/08/2018	12/08/2018	1	5	5	5	5	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	8	15	2	3	1	3057	7	2448244.46	8.8	-337713.2	617798.58	2.11	-29264.55	121739.95	0.48	-85357.94	0	0	0	2448244.46	8.8	-337713.2	0	0	0	2448244.46	8.8	-337713.2	0	0	0	0	0	0	0	0	0	201807	358841	1	-40334	0	0	0	358841	1	-40334	0	0	0	358841	1	-40334	0	0	0	0	0	0	0	0	0
201808	3948	40	16	1	14	14	14	14	31/08/2018	31/08/2018	1	14	14	14	14	31/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	16	2	1	1	3048	7	3260592.03	10.06	-27596.94	559501.23	1.75	0	329828.53	1.01	-10546.75	0	0	0	3260592.03	10.06	-27596.94	0	0	0	3260592.03	10.06	-27596.94	0	0	0	0	0	0	0	0	0	201807	481931	2	-8828	0	0	0	481931	2	-8828	0	0	0	481931	2	-8828	0	0	0	0	0	0	0	0	0
201808	316	40	16	1	6	6	6	6	12/08/2018	12/08/2018	1	6	6	6	6	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	4/08/2009	3	24	15	2	3	1	3295	7	2734498.62	9.4	-265768.45	469214.3	1.63	0	300502.85	1.13	-119360.17	0	0	0	2734498.62	9.4	-265768.45	0	0	0	2734498.62	9.4	-265768.45	0	0	0	0	0	0	0	0	0	201807	449772	1	-6099	0	0	0	449772	1	-6099	0	0	0	449772	1	-6099	0	0	0	0	0	0	0	0	0
201808	317	40	16	2	10	20	14	6	12/08/2018	31/08/2018	1	6	6	6	0	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	4/08/2009	3	24	15	2	2	1	3314	7	1102244.55	4.06	-203430.41	319131.79	1.1	-18678.97	55341.02	0.27	-36000	0	0	0	1102244.55	4.06	-203430.41	0	0	0	1102244.55	4.06	-203430.41	0	0	0	0	0	0	0	0	0	201807	90497	0	-23653	0	0	0	90497	0	-23653	0	0	0	90497	0	-23653	0	0	0	0	0	0	0	0	0
201808	3179	40	16	1	7	7	7	7	13/08/2018	13/08/2018	1	7	7	7	7	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	9	2	3	1	3059	7	1241364.59	3.95	-43984.28	240855.08	0.74	0	130671.35	0.41	-14168.38	0	0	0	1241364.59	3.95	-43984.28	0	0	0	1241364.59	3.95	-43984.28	0	0	0	0	0	0	0	0	0	201807	182049	1	-7941	0	0	0	182049	1	-7941	0	0	0	182049	1	-7941	0	0	0	0	0	0	0	0	0
201808	3182	40	16	1	6	6	6	6	12/08/2018	12/08/2018	1	6	6	6	6	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	3	1	3058	7	5861430.86	20.1	-403669.21	1048608.75	3.56	0	509875.36	1.63	-100835.03	0	0	0	5861430.86	20.1	-403669.21	0	0	0	5861430.86	20.1	-403669.21	0	0	0	0	0	0	0	0	0	201807	1048609	4	-91697	0	0	0	1048609	4	-91697	0	0	0	1048609	4	-91697	0	0	0	0	0	0	0	0	0
201808	319	40	16	2	10	20	14	6	12/08/2018	31/08/2018	1	6	6	6	0	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	4/08/2009	3	24	12	2	2	1	3314	7	2431994.53	8.49	-318588.73	533223.77	1.72	-32389.16	196747.73	0.71	-65994.84	0	0	0	2431994.53	8.49	-318588.73	0	0	0	2431994.53	8.49	-318588.73	0	0	0	0	0	0	0	0	0	201807	246611	1	-41082	0	0	0	246611	1	-41082	0	0	0	246611	1	-41082	0	0	0	0	0	0	0	0	0
201808	3962	40	16	1	5	5	5	5	12/08/2018	12/08/2018	1	5	5	5	5	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	15	2	2	1	3029	7	2418488.45	7.98	-90075.7	670393.05	2.07	0	208918.17	0.65	-47699.24	0	0	0	2418488.45	7.98	-90075.7	0	0	0	2418488.45	7.98	-90075.7	0	0	0	0	0	0	0	0	0	201807	237407	1	0	0	0	0	237407	1	0	0	0	0	237407	1	0	0	0	0	0	0	0	0	0	0
201808	3982	40	16	1	10	10	10	10	15/08/2018	15/08/2018	1	10	10	10	10	15/08/2018	15/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	9	2	1	0	3032	7	1577563.69	5.08	-69930.13	423904.93	1.31	0	8865.73	0.06	-44084.34	0	0	0	1577563.69	5.08	-69930.13	0	0	0	1577563.69	5.08	-69930.13	0	0	0	0	0	0	0	0	0	201807	161437	1	0	0	0	0	161437	1	0	0	0	0	161437	1	0	0	0	0	0	0	0	0	0	0
201808	3322	40	16	2	10	20	14	6	12/08/2018	31/08/2018	2	10	20	14	6	12/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	7	15	2	3	1	3076	7	3614452.49	12.23	-293419.56	720555.62	2.34	-20167.39	342933.49	1.19	-72000	0	0	0	3614452.49	12.23	-293419.56	0	0	0	3614452.49	12.23	-293419.56	0	0	0	0	0	0	0	0	0	201807	342933	1	-37223	0	0	0	342933	1	-37223	0	0	0	342933	1	-37223	0	0	0	0	0	0	0	0	0
201808	3323	40	16	1	14	14	14	14	31/08/2018	31/08/2018	1	14	14	14	14	31/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	7	15	2	3	0	3076	7	831296.27	2.66	-18315.05	148181.76	0.5	0	95495.76	0.3	-13087.21	0	0	0	831296.27	2.66	-18315.05	0	0	0	831296.27	2.66	-18315.05	0	0	0	0	0	0	0	0	0	201807	127763	0	-5228	0	0	0	127763	0	-5228	0	0	0	127763	0	-5228	0	0	0	0	0	0	0	0	0
201808	3329	40	16	1	15	15	15	15	13/08/2018	13/08/2018	1	15	15	15	15	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	28	9	2	1	0	3058	7	563011.52	1.83	-17391.33	142069.04	0.45	0	47847.46	0.15	-9450	0	0	0	563011.52	1.83	-17391.33	0	0	0	563011.52	1.83	-17391.33	0	0	0	0	0	0	0	0	0	201807	94963	0	0	0	0	0	94963	0	0	0	0	0	94963	0	0	0	0	0	0	0	0	0	0	0
201808	3983	40	16	2	14.5	29	15	14	12/08/2018	31/08/2018	2	14	29	15	14	12/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	16	2	2	1	3048	7	8768169.89	28.81	-562542.23	1502591.69	4.93	-24000	1096793.13	3.68	-149534.55	0	0	0	8768169.89	28.81	-562542.23	0	0	0	8768169.89	28.81	-562542.23	0	0	0	0	0	0	0	0	0	201807	1130798	4	-62757	0	0	0	1130798	4	-62757	0	0	0	1130798	4	-62757	0	0	0	0	0	0	0	0	0
201808	4002	40	16	1	10	10	10	10	12/08/2018	12/08/2018	1	10	10	10	10	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	9	2	3	0	3029	7	1721164.66	5.97	-189790.36	359849.21	1.19	0	152793.22	0.48	-60000	0	0	0	1721164.66	5.97	-189790.36	0	0	0	1721164.66	5.97	-189790.36	0	0	0	0	0	0	0	0	0	201807	236876	1	-57984	0	0	0	236876	1	-57984	0	0	0	236876	1	-57984	0	0	0	0	0	0	0	0	0
201808	4016	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	12	2	3	1	3048	1	437287.73	1.49	-44138.82	437287.73	1.49	-44138.82	437287.73	1.49	-44138.82	0	0	0	437287.73	1.49	-44138.82	0	0	0	437287.73	1.49	-44138.82	0	0	0	0	0	0	0	0	0	201806	437288	1	-44139	0	0	0	437288	1	-44139	0	0	0	437288	1	-44139	0	0	0	0	0	0	0	0	0
201808	4017	40	16	2	11.5	23	14	9	12/08/2018	31/08/2018	2	11	23	14	9	12/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	10	16	2	1	1	3048	7	8578760	27.37	-420500.72	1615690.12	5.26	-33000	692304.04	2.26	-88000.19	0	0	0	8578760	27.37	-420500.72	0	0	0	8578760	27.37	-420500.72	0	0	0	0	0	0	0	0	0	201807	1227701	4	-71762	0	0	0	1227701	4	-71762	0	0	0	1227701	4	-71762	0	0	0	0	0	0	0	0	0
201808	336	40	16	1	10	10	10	10	13/08/2018	13/08/2018	1	10	10	10	10	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	4/08/2009	3	24	15	1	2	0	3296	7	345802.28	1.14	-20512.56	105976.23	0.33	0	18992.56	0.06	-17391.18	0	0	0	345802.28	1.14	-20512.56	0	0	0	345802.28	1.14	-20512.56	0	0	0	0	0	0	0	0	0	201807	37985	0	0	0	0	0	37985	0	0	0	0	0	37985	0	0	0	0	0	0	0	0	0	0	0
201808	3197	40	16	1	6	6	6	6	12/08/2018	12/08/2018	1	6	6	6	6	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	2	1	3058	7	7674282.78	25.78	-455551.93	1411448.33	4.66	-40333.82	387329.55	1.34	-118980.09	0	0	0	7674282.78	25.78	-455551.93	0	0	0	7674282.78	25.78	-455551.93	0	0	0	0	0	0	0	0	0	201807	1000575	3	-44380	0	0	0	1000575	3	-44380	0	0	0	1000575	3	-44380	0	0	0	0	0	0	0	0	0
201808	3363	40	16	1	8	8	8	8	12/08/2018	12/08/2018	1	8	8	8	8	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	28	15	1	3	0	3057	7	1013951.86	3.61	-140285.13	176597.61	0.62	0	104988.56	0.36	-48000	0	0	0	1013951.86	3.61	-140285.13	0	0	0	1013951.86	3.61	-140285.13	0	0	0	0	0	0	0	0	0	201807	141435	1	-20167	0	0	0	141435	1	-20167	0	0	0	141435	1	-20167	0	0	0	0	0	0	0	0	0
201808	337	40	16	1	4	4	4	4	13/08/2018	13/08/2018	1	4	4	4	4	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	4/08/2009	3	24	15	1	2	1	3296	7	1033627.07	3.44	-68582.14	225740.52	0.74	0	62911.12	0.24	-22448.73	0	0	0	1033627.07	3.44	-68582.14	0	0	0	1033627.07	3.44	-68582.14	0	0	0	0	0	0	0	0	0	201807	115575	0	-7941	0	0	0	115575	0	-7941	0	0	0	115575	0	-7941	0	0	0	0	0	0	0	0	0
201808	3380	40	16	2	11.5	23	14	9	13/08/2018	31/08/2018	2	11	23	14	9	13/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	9	15	2	3	1	3076	7	27926514.06	93.27	-1562036.49	4828739.08	15.77	0	2956499.51	9.61	-643213.96	0	0	0	27926514.06	93.27	-1562036.49	0	0	0	27926514.06	93.27	-1562036.49	0	0	0	0	0	0	0	0	0	201807	4828739	16	-167680	0	0	0	4828739	16	-167680	0	0	0	4828739	16	-167680	0	0	0	0	0	0	0	0	0
201808	3215	40	16	1	12	12	12	12	12/08/2018	12/08/2018	1	12	12	12	12	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	9	2	2	1	3058	7	1896879.31	6.39	-156615.12	481564.11	1.57	0	103177.16	0.33	-48000	0	0	0	1896879.31	6.39	-156615.12	0	0	0	1896879.31	6.39	-156615.12	0	0	0	0	0	0	0	0	0	201807	213145	1	-14569	0	0	0	213145	1	-14569	0	0	0	213145	1	-14569	0	0	0	0	0	0	0	0	0
201808	4048	40	16	1	6	6	6	6	12/08/2018	12/08/2018	1	6	6	6	6	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	15	2	2	1	3029	7	2337072.74	8.23	-278468.6	446784.81	1.57	0	249290.66	0.92	-66043.85	0	0	0	2337072.74	8.23	-278468.6	0	0	0	2337072.74	8.23	-278468.6	0	0	0	0	0	0	0	0	0	201807	446785	2	-56985	0	0	0	446785	2	-56985	0	0	0	446785	2	-56985	0	0	0	0	0	0	0	0	0
201808	4065	40	16	1	7	7	7	7	13/08/2018	13/08/2018	1	7	7	7	7	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	15	2	2	0	3030	7	1096183.63	3.62	-71623.31	309498.44	0.98	0	39550.9	0.15	-21520.74	0	0	0	1096183.63	3.62	-71623.31	0	0	0	1096183.63	3.62	-71623.31	0	0	0	0	0	0	0	0	0	201807	103829	0	-10211	0	0	0	103829	0	-10211	0	0	0	103829	0	-10211	0	0	0	0	0	0	0	0	0
201808	4077	40	16	1	18	18	18	18	13/08/2018	13/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	9	2	1	1	3030	6	427346.28	1.4	-22164.2	181862.12	0.62	0	18992.56	0.06	-18678.97	0	0	0	427346.28	1.4	-22164.2	0	0	0	427346.28	1.4	-22164.2	0	0	0	0	0	0	0	0	0	201806	72514	0	-3485	0	0	0	72514	0	-3485	0	0	0	72514	0	-3485	0	0	0	0	0	0	0	0	0
201808	4085	40	16	2	11	22	14	8	12/08/2018	31/08/2018	2	11	22	14	8	12/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	15	2	2	1	3048	7	3231753.71	11.13	-303868.53	566014.58	1.99	-12485.53	230725.03	0.86	-72899.56	0	0	0	3231753.71	11.13	-303868.53	0	0	0	3231753.71	11.13	-303868.53	0	0	0	0	0	0	0	0	0	201807	385017	1	-13941	0	0	0	385017	1	-13941	0	0	0	385017	1	-13941	0	0	0	0	0	0	0	0	0
201808	4092	40	16	1	11	11	11	11	13/08/2018	13/08/2018	1	11	11	11	11	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	12	2	2	1	3030	7	1843056.27	6.06	-111134.49	407008.7	1.37	0	125244.64	0.39	-41593.07	0	0	0	1843056.27	6.06	-111134.49	0	0	0	1843056.27	6.06	-111134.49	0	0	0	0	0	0	0	0	0	201807	148118	1	-13110	0	0	0	148118	1	-13110	0	0	0	148118	1	-13110	0	0	0	0	0	0	0	0	0
201808	4106	40	16	1	18	18	18	18	13/08/2018	13/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	9	2	2	1	3030	4	264226.7	0.93	-30511.94	118266.68	0.39	0	27901	0.09	-24536.37	0	0	0	264226.7	0.93	-30511.94	0	0	0	264226.7	0.93	-30511.94	0	0	0	0	0	0	0	0	0	201807	61131	0	-24536	0	0	0	61131	0	-24536	0	0	0	61131	0	-24536	0	0	0	0	0	0	0	0	0
201808	4111	40	16	2	12.5	25	14	11	12/08/2018	31/08/2018	1	11	11	11	0	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	15	2	3	1	3048	7	4631618.54	15.92	-430772.29	804050.38	3.06	-30172.84	561320.59	1.84	-149915.96	0	0	0	4631618.54	15.92	-430772.29	0	0	0	4631618.54	15.92	-430772.29	0	0	0	0	0	0	0	0	0	201807	633340	2	-69958	0	0	0	633340	2	-69958	0	0	0	633340	2	-69958	0	0	0	0	0	0	0	0	0
201808	3239	40	16	1	8	8	8	8	12/08/2018	12/08/2018	1	8	8	8	8	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	8	15	2	3	1	3058	7	7653310.81	25.7	-393931.63	4698545.96	15.41	-13940.9	337717.18	1.25	-94697.43	0	0	0	7653310.81	25.7	-393931.63	0	0	0	7653310.81	25.7	-393931.63	0	0	0	0	0	0	0	0	0	201807	688898	2	-13941	0	0	0	688898	2	-13941	0	0	0	688898	2	-13941	0	0	0	0	0	0	0	0	0
201808	3244	40	16	1	4	4	4	4	13/08/2018	13/08/2018	1	4	4	4	4	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	7	15	2	2	1	3059	7	1526232.42	5.03	-89903.37	251788.13	0.83	0	165475.74	0.56	-24324.18	0	0	0	1526232.42	5.03	-89903.37	0	0	0	1526232.42	5.03	-89903.37	0	0	0	0	0	0	0	0	0	201807	245980	1	-20080	0	0	0	245980	1	-20080	0	0	0	245980	1	-20080	0	0	0	0	0	0	0	0	0
201808	3401	40	16	1	10	10	10	10	15/08/2018	15/08/2018	1	10	10	10	10	15/08/2018	15/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	7	15	2	3	0	3060	7	11861196.26	39.69	-977620.53	2304292.45	7.78	-90000	1386111.39	4.75	-221771.38	0	0	0	11861196.26	39.69	-977620.53	0	0	0	11861196.26	39.69	-977620.53	0	0	0	0	0	0	0	0	0	201807	1413407	5	-221771	0	0	0	1413407	5	-221771	0	0	0	1413407	5	-221771	0	0	0	0	0	0	0	0	0
201808	3414	40	16	1	14	14	14	14	31/08/2018	31/08/2018	1	14	14	14	14	31/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	9	16	2	2	0	3076	6	9791688.43	35.04	-827471.86	3722054.59	12.03	0	849174.26	2.97	-474371.03	0	0	0	9791688.43	35.04	-827471.86	0	0	0	9791688.43	35.04	-827471.86	0	0	0	0	0	0	0	0	0	201807	3722055	12	-176012	0	0	0	3722055	12	-176012	0	0	0	3722055	12	-176012	0	0	0	0	0	0	0	0	0
201808	3415	40	16	1	18	18	18	18	13/08/2018	13/08/2018	1	18	18	18	18	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	8	9	2	3	0	3058	7	1451645.12	4.65	-39296.01	356465.51	1.1	0	132314.84	0.41	-19621.59	0	0	0	1451645.12	4.65	-39296.01	0	0	0	1451645.12	4.65	-39296.01	0	0	0	0	0	0	0	0	0	201807	132317	0	-10211	0	0	0	132317	0	-10211	0	0	0	132317	0	-10211	0	0	0	0	0	0	0	0	0
201808	3250	40	16	1	4	4	4	4	12/08/2018	12/08/2018	1	4	4	4	4	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	29/03/2010	3	28	15	1	1	1	3058	7	6977503.98	24.07	-736384.23	2027003.49	7.01	-60000	328860.03	1.25	-226696.44	0	0	0	6977503.98	24.07	-736384.23	0	0	0	6977503.98	24.07	-736384.23	0	0	0	0	0	0	0	0	0	201807	1182804	4	-138313	0	0	0	1182804	4	-138313	0	0	0	1182804	4	-138313	0	0	0	0	0	0	0	0	0
201808	3434	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	9	12	2	2	0	3076	7	1038821.07	3.2	-7401.33	242367.62	0.74	0	38803.36	0.12	-4413.88	0	0	0	1038821.07	3.2	-7401.33	0	0	0	1038821.07	3.2	-7401.33	0	0	0	0	0	0	0	0	0	201807	111078	0	-4414	0	0	0	111078	0	-4414	0	0	0	111078	0	-4414	0	0	0	0	0	0	0	0	0
201808	3283	40	16	1	7	7	7	7	13/08/2018	13/08/2018	1	7	7	7	7	13/08/2018	13/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	30	9	2	2	1	3058	7	729025.37	2.38	-43794.28	257840.17	0.83	0	37985.12	0.12	-27034.27	0	0	0	729025.37	2.38	-43794.28	0	0	0	729025.37	2.38	-43794.28	0	0	0	0	0	0	0	0	0	201807	37985	0	0	0	0	0	37985	0	0	0	0	0	37985	0	0	0	0	0	0	0	0	0	0	0
201808	4148	40	16	1	5	5	5	5	12/08/2018	12/08/2018	1	5	5	5	5	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	15	2	2	1	3029	7	7238061.56	24.4	-523890.73	1226957.54	4.18	-48000	833682.33	2.97	-128127.3	0	0	0	7238061.56	24.4	-523890.73	0	0	0	7238061.56	24.4	-523890.73	0	0	0	0	0	0	0	0	0	201807	1210523	4	-62491	0	0	0	1210523	4	-62491	0	0	0	1210523	4	-62491	0	0	0	0	0	0	0	0	0
201808	3298	40	16	1	19	19	19	19	12/08/2018	12/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	30/03/2010	3	8	15	2	3	1	3057	7	3500613.05	11.32	-175216.29	954249.91	3.24	0	333151.28	1.13	-81513.1	0	0	0	3500613.05	11.32	-175216.29	0	0	0	3500613.05	11.32	-175216.29	0	0	0	0	0	0	0	0	0	201807	954250	3	-81513	0	0	0	954250	3	-81513	0	0	0	954250	3	-81513	0	0	0	0	0	0	0	0	0
201808	4152	40	16	3	13	39	19	6	12/08/2018	31/08/2018	3	13	39	19	6	12/08/2018	31/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	16	2	2	1	3048	7	2452255.26	7.75	-59812.16	487174.13	1.54	0	242520.98	0.74	-33000	0	0	0	2452255.26	7.75	-59812.16	0	0	0	2452255.26	7.75	-59812.16	0	0	0	0	0	0	0	0	0	201807	487174	2	-13242	0	0	0	487174	2	-13242	0	0	0	487174	2	-13242	0	0	0	0	0	0	0	0	0
201808	4153	40	16	1	14	14	14	14	31/08/2018	31/08/2018	0	NULL	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	27/04/2010	3	9	16	2	2	0	3048	5	304791.49	0.95	0	115455.5	0.36	0	33873.93	0.11	0	0	0	0	304791.49	0.95	0	0	0	0	304791.49	0.95	0	0	0	0	0	0	0	0	0	0	201807	115456	0	0	0	0	0	115456	0	0	0	0	0	115456	0	0	0	0	0	0	0	0	0	0	0
201808	416	40	16	1	13	13	13	13	12/08/2018	12/08/2018	1	13	13	13	13	12/08/2018	12/08/2018	0	0	0	0	0	NULL	NULL	0	0	0	0	0	NULL	NULL	4/08/2009	3	32	15	1	2	1	3295	7	1315267.51	4.93	-283256.29	481881.17	1.63	-30252.52	83950.92	0.36	-48000	0	0	0	1315267.51	4.93	-283256.29	0	0	0	1315267.51	4.93	-283256.29	0	0	0	0	0	0	0	0	0	201807	83951	0	-30253	0	0	0	83951	0	-30253	0	0	0	83951	0	-30253	0	0	0	0	0	0	0	0	0
